specimen,relative_path,local_absolute_path,white_fraction,mean_intensity,row,col,within_specimen_selection_rank
Sample_062 - 2026-08-04 18.00.21,Sample_062 - 2026-08-04 18.00.21/Sample_062 - 2026-08-04 18.00.21_L0_R00012_C00044_X113696_Y23232.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_062 - 2026-08-04 18.00.21\Sample_062 - 2026-08-04 18.00.21_L0_R00012_C00044_X113696_Y23232.jpg,0.0,233.233,12,44,1
Sample_062 - 2026-08-04 18.00.21,Sample_062 - 2026-08-04 18.00.21/Sample_062 - 2026-08-04 18.00.21_L0_R00022_C00049_X126616_Y42592.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_062 - 2026-08-04 18.00.21\Sample_062 - 2026-08-04 18.00.21_L0_R00022_C00049_X126616_Y42592.jpg,0.0,232.441,22,49,2
Sample_062 - 2026-08-04 18.00.21,Sample_062 - 2026-08-04 18.00.21/Sample_062 - 2026-08-04 18.00.21_L0_R00033_C00014_X36176_Y63888.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_062 - 2026-08-04 18.00.21\Sample_062 - 2026-08-04 18.00.21_L0_R00033_C00014_X36176_Y63888.jpg,0.0,230.391,33,14,3
Sample_062 - 2026-08-04 18.00.21,Sample_062 - 2026-08-04 18.00.21/Sample_062 - 2026-08-04 18.00.21_L0_R00044_C00018_X46512_Y85184.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_062 - 2026-08-04 18.00.21\Sample_062 - 2026-08-04 18.00.21_L0_R00044_C00018_X46512_Y85184.jpg,0.0,232.802,44,18,4
Sample_062 - 2026-08-04 18.00.21,Sample_062 - 2026-08-04 18.00.21/Sample_062 - 2026-08-04 18.00.21_L0_R00031_C00005_X12920_Y60016.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_062 - 2026-08-04 18.00.21\Sample_062 - 2026-08-04 18.00.21_L0_R00031_C00005_X12920_Y60016.jpg,8.1e-05,214.523,31,5,5
Sample_062 - 2026-08-04 18.00.21,Sample_062 - 2026-08-04 18.00.21/Sample_062 - 2026-08-04 18.00.21_L0_R00024_C00051_X131784_Y46464.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_062 - 2026-08-04 18.00.21\Sample_062 - 2026-08-04 18.00.21_L0_R00024_C00051_X131784_Y46464.jpg,0.00059,230.798,24,51,6
Sample_062 - 2026-08-04 18.00.21,Sample_062 - 2026-08-04 18.00.21/Sample_062 - 2026-08-04 18.00.21_L0_R00046_C00052_X134368_Y89056.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_062 - 2026-08-04 18.00.21\Sample_062 - 2026-08-04 18.00.21_L0_R00046_C00052_X134368_Y89056.jpg,0.995178,254.897,46,52,7
Sample_063 - 2026-08-04 18.02.34,Sample_063 - 2026-08-04 18.02.34/Sample_063 - 2026-08-04 18.02.34_L0_R00000_C00064_X165376_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_063 - 2026-08-04 18.02.34\Sample_063 - 2026-08-04 18.02.34_L0_R00000_C00064_X165376_Y0.jpg,0.0,79.292,0,64,0
Sample_063 - 2026-08-04 18.02.34,Sample_063 - 2026-08-04 18.02.34/Sample_063 - 2026-08-04 18.02.34_L0_R00015_C00031_X80104_Y29040.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_063 - 2026-08-04 18.02.34\Sample_063 - 2026-08-04 18.02.34_L0_R00015_C00031_X80104_Y29040.jpg,0.0,216.896,15,31,1
Sample_063 - 2026-08-04 18.02.34,Sample_063 - 2026-08-04 18.02.34/Sample_063 - 2026-08-04 18.02.34_L0_R00025_C00043_X111112_Y48400.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_063 - 2026-08-04 18.02.34\Sample_063 - 2026-08-04 18.02.34_L0_R00025_C00043_X111112_Y48400.jpg,0.0,191.176,25,43,2
Sample_063 - 2026-08-04 18.02.34,Sample_063 - 2026-08-04 18.02.34/Sample_063 - 2026-08-04 18.02.34_L0_R00034_C00048_X124032_Y65824.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_063 - 2026-08-04 18.02.34\Sample_063 - 2026-08-04 18.02.34_L0_R00034_C00048_X124032_Y65824.jpg,0.0,229.755,34,48,3
Sample_063 - 2026-08-04 18.02.34,Sample_063 - 2026-08-04 18.02.34/Sample_063 - 2026-08-04 18.02.34_L0_R00045_C00042_X108528_Y87120.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_063 - 2026-08-04 18.02.34\Sample_063 - 2026-08-04 18.02.34_L0_R00045_C00042_X108528_Y87120.jpg,0.0,235.925,45,42,4
Sample_063 - 2026-08-04 18.02.34,Sample_063 - 2026-08-04 18.02.34/Sample_063 - 2026-08-04 18.02.34_L0_R00034_C00049_X126616_Y65824.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_063 - 2026-08-04 18.02.34\Sample_063 - 2026-08-04 18.02.34_L0_R00034_C00049_X126616_Y65824.jpg,8.1e-05,231.163,34,49,5
Sample_063 - 2026-08-04 18.02.34,Sample_063 - 2026-08-04 18.02.34/Sample_063 - 2026-08-04 18.02.34_L0_R00046_C00059_X152456_Y89056.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_063 - 2026-08-04 18.02.34\Sample_063 - 2026-08-04 18.02.34_L0_R00046_C00059_X152456_Y89056.jpg,0.000834,235.193,46,59,6
Sample_063 - 2026-08-04 18.02.34,Sample_063 - 2026-08-04 18.02.34/Sample_063 - 2026-08-04 18.02.34_L0_R00052_C00065_X167960_Y100672.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_063 - 2026-08-04 18.02.34\Sample_063 - 2026-08-04 18.02.34_L0_R00052_C00065_X167960_Y100672.jpg,0.857585,219.172,52,65,7
Sample_064 - 2026-08-04 18.05.30,Sample_064 - 2026-08-04 18.05.30/Sample_064 - 2026-08-04 18.05.30_L0_R00000_C00021_X54264_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_064 - 2026-08-04 18.05.30\Sample_064 - 2026-08-04 18.05.30_L0_R00000_C00021_X54264_Y0.jpg,0.0,142.88,0,21,0
Sample_064 - 2026-08-04 18.05.30,Sample_064 - 2026-08-04 18.05.30/Sample_064 - 2026-08-04 18.05.30_L0_R00015_C00049_X126616_Y29040.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_064 - 2026-08-04 18.05.30\Sample_064 - 2026-08-04 18.05.30_L0_R00015_C00049_X126616_Y29040.jpg,0.0,234.329,15,49,1
Sample_064 - 2026-08-04 18.05.30,Sample_064 - 2026-08-04 18.05.30/Sample_064 - 2026-08-04 18.05.30_L0_R00025_C00042_X108528_Y48400.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_064 - 2026-08-04 18.05.30\Sample_064 - 2026-08-04 18.05.30_L0_R00025_C00042_X108528_Y48400.jpg,0.0,222.802,25,42,2
Sample_064 - 2026-08-04 18.05.30,Sample_064 - 2026-08-04 18.05.30/Sample_064 - 2026-08-04 18.05.30_L0_R00034_C00039_X100776_Y65824.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_064 - 2026-08-04 18.05.30\Sample_064 - 2026-08-04 18.05.30_L0_R00034_C00039_X100776_Y65824.jpg,0.0,204.304,34,39,3
Sample_064 - 2026-08-04 18.05.30,Sample_064 - 2026-08-04 18.05.30/Sample_064 - 2026-08-04 18.05.30_L0_R00043_C00035_X90440_Y83248.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_064 - 2026-08-04 18.05.30\Sample_064 - 2026-08-04 18.05.30_L0_R00043_C00035_X90440_Y83248.jpg,0.0,221.838,43,35,4
Sample_064 - 2026-08-04 18.05.30,Sample_064 - 2026-08-04 18.05.30/Sample_064 - 2026-08-04 18.05.30_L0_R00007_C00050_X129200_Y13552.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_064 - 2026-08-04 18.05.30\Sample_064 - 2026-08-04 18.05.30_L0_R00007_C00050_X129200_Y13552.jpg,6.1e-05,234.872,7,50,5
Sample_064 - 2026-08-04 18.05.30,Sample_064 - 2026-08-04 18.05.30/Sample_064 - 2026-08-04 18.05.30_L0_R00004_C00017_X43928_Y7744.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_064 - 2026-08-04 18.05.30\Sample_064 - 2026-08-04 18.05.30_L0_R00004_C00017_X43928_Y7744.jpg,0.001241,234.152,4,17,6
Sample_064 - 2026-08-04 18.05.30,Sample_064 - 2026-08-04 18.05.30/Sample_064 - 2026-08-04 18.05.30_L0_R00052_C00065_X167960_Y100672.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_064 - 2026-08-04 18.05.30\Sample_064 - 2026-08-04 18.05.30_L0_R00052_C00065_X167960_Y100672.jpg,0.857585,219.12,52,65,7
Sample_067 - 2026-08-04 18.13.25,Sample_067 - 2026-08-04 18.13.25/Sample_067 - 2026-08-04 18.13.25_L0_R00001_C00025_X64600_Y1936.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_067 - 2026-08-04 18.13.25\Sample_067 - 2026-08-04 18.13.25_L0_R00001_C00025_X64600_Y1936.jpg,0.0,233.613,1,25,0
Sample_067 - 2026-08-04 18.13.25,Sample_067 - 2026-08-04 18.13.25/Sample_067 - 2026-08-04 18.13.25_L0_R00014_C00044_X113696_Y27104.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_067 - 2026-08-04 18.13.25\Sample_067 - 2026-08-04 18.13.25_L0_R00014_C00044_X113696_Y27104.jpg,0.0,219.697,14,44,1
Sample_067 - 2026-08-04 18.13.25,Sample_067 - 2026-08-04 18.13.25/Sample_067 - 2026-08-04 18.13.25_L0_R00024_C00015_X38760_Y46464.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_067 - 2026-08-04 18.13.25\Sample_067 - 2026-08-04 18.13.25_L0_R00024_C00015_X38760_Y46464.jpg,0.0,213.822,24,15,2
Sample_067 - 2026-08-04 18.13.25,Sample_067 - 2026-08-04 18.13.25/Sample_067 - 2026-08-04 18.13.25_L0_R00033_C00051_X131784_Y63888.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_067 - 2026-08-04 18.13.25\Sample_067 - 2026-08-04 18.13.25_L0_R00033_C00051_X131784_Y63888.jpg,0.0,220.083,33,51,3
Sample_067 - 2026-08-04 18.13.25,Sample_067 - 2026-08-04 18.13.25/Sample_067 - 2026-08-04 18.13.25_L0_R00044_C00038_X98192_Y85184.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_067 - 2026-08-04 18.13.25\Sample_067 - 2026-08-04 18.13.25_L0_R00044_C00038_X98192_Y85184.jpg,0.0,206.871,44,38,4
Sample_067 - 2026-08-04 18.13.25,Sample_067 - 2026-08-04 18.13.25/Sample_067 - 2026-08-04 18.13.25_L0_R00034_C00059_X152456_Y65824.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_067 - 2026-08-04 18.13.25\Sample_067 - 2026-08-04 18.13.25_L0_R00034_C00059_X152456_Y65824.jpg,8.1e-05,234.867,34,59,5
Sample_067 - 2026-08-04 18.13.25,Sample_067 - 2026-08-04 18.13.25/Sample_067 - 2026-08-04 18.13.25_L0_R00008_C00011_X28424_Y15488.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_067 - 2026-08-04 18.13.25\Sample_067 - 2026-08-04 18.13.25_L0_R00008_C00011_X28424_Y15488.jpg,0.001628,234.291,8,11,6
Sample_067 - 2026-08-04 18.13.25,Sample_067 - 2026-08-04 18.13.25/Sample_067 - 2026-08-04 18.13.25_L0_R00055_C00021_X54264_Y106480.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_067 - 2026-08-04 18.13.25\Sample_067 - 2026-08-04 18.13.25_L0_R00055_C00021_X54264_Y106480.jpg,1.0,254.922,55,21,7
Sample_068 - 2026-08-04 18.16.22,Sample_068 - 2026-08-04 18.16.22/Sample_068 - 2026-08-04 18.16.22_L0_R00001_C00005_X12920_Y1936.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_068 - 2026-08-04 18.16.22\Sample_068 - 2026-08-04 18.16.22_L0_R00001_C00005_X12920_Y1936.jpg,0.0,234.796,1,5,0
Sample_068 - 2026-08-04 18.16.22,Sample_068 - 2026-08-04 18.16.22/Sample_068 - 2026-08-04 18.16.22_L0_R00013_C00044_X113696_Y25168.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_068 - 2026-08-04 18.16.22\Sample_068 - 2026-08-04 18.16.22_L0_R00013_C00044_X113696_Y25168.jpg,0.0,209.771,13,44,1
Sample_068 - 2026-08-04 18.16.22,Sample_068 - 2026-08-04 18.16.22/Sample_068 - 2026-08-04 18.16.22_L0_R00024_C00025_X64600_Y46464.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_068 - 2026-08-04 18.16.22\Sample_068 - 2026-08-04 18.16.22_L0_R00024_C00025_X64600_Y46464.jpg,0.0,136.227,24,25,2
Sample_068 - 2026-08-04 18.16.22,Sample_068 - 2026-08-04 18.16.22/Sample_068 - 2026-08-04 18.16.22_L0_R00034_C00040_X103360_Y65824.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_068 - 2026-08-04 18.16.22\Sample_068 - 2026-08-04 18.16.22_L0_R00034_C00040_X103360_Y65824.jpg,0.0,184.065,34,40,3
Sample_068 - 2026-08-04 18.16.22,Sample_068 - 2026-08-04 18.16.22/Sample_068 - 2026-08-04 18.16.22_L0_R00044_C00047_X121448_Y85184.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_068 - 2026-08-04 18.16.22\Sample_068 - 2026-08-04 18.16.22_L0_R00044_C00047_X121448_Y85184.jpg,0.0,236.032,44,47,4
Sample_068 - 2026-08-04 18.16.22,Sample_068 - 2026-08-04 18.16.22/Sample_068 - 2026-08-04 18.16.22_L0_R00039_C00050_X129200_Y75504.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_068 - 2026-08-04 18.16.22\Sample_068 - 2026-08-04 18.16.22_L0_R00039_C00050_X129200_Y75504.jpg,4.1e-05,235.636,39,50,5
Sample_068 - 2026-08-04 18.16.22,Sample_068 - 2026-08-04 18.16.22/Sample_068 - 2026-08-04 18.16.22_L0_R00015_C00004_X10336_Y29040.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_068 - 2026-08-04 18.16.22\Sample_068 - 2026-08-04 18.16.22_L0_R00015_C00004_X10336_Y29040.jpg,0.00059,235.428,15,4,6
Sample_068 - 2026-08-04 18.16.22,Sample_068 - 2026-08-04 18.16.22/Sample_068 - 2026-08-04 18.16.22_L0_R00055_C00052_X134368_Y106480.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_068 - 2026-08-04 18.16.22\Sample_068 - 2026-08-04 18.16.22_L0_R00055_C00052_X134368_Y106480.jpg,1.0,254.997,55,52,7
Sample_069 - 2026-08-04 18.18.46,Sample_069 - 2026-08-04 18.18.46/Sample_069 - 2026-08-04 18.18.46_L0_R00000_C00040_X103360_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_069 - 2026-08-04 18.18.46\Sample_069 - 2026-08-04 18.18.46_L0_R00000_C00040_X103360_Y0.jpg,0.0,195.114,0,40,0
Sample_069 - 2026-08-04 18.18.46,Sample_069 - 2026-08-04 18.18.46/Sample_069 - 2026-08-04 18.18.46_L0_R00012_C00033_X85272_Y23232.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_069 - 2026-08-04 18.18.46\Sample_069 - 2026-08-04 18.18.46_L0_R00012_C00033_X85272_Y23232.jpg,0.0,205.857,12,33,1
Sample_069 - 2026-08-04 18.18.46,Sample_069 - 2026-08-04 18.18.46/Sample_069 - 2026-08-04 18.18.46_L0_R00021_C00015_X38760_Y40656.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_069 - 2026-08-04 18.18.46\Sample_069 - 2026-08-04 18.18.46_L0_R00021_C00015_X38760_Y40656.jpg,0.0,198.713,21,15,2
Sample_069 - 2026-08-04 18.18.46,Sample_069 - 2026-08-04 18.18.46/Sample_069 - 2026-08-04 18.18.46_L0_R00029_C00046_X118864_Y56144.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_069 - 2026-08-04 18.18.46\Sample_069 - 2026-08-04 18.18.46_L0_R00029_C00046_X118864_Y56144.jpg,0.0,175.332,29,46,3
Sample_069 - 2026-08-04 18.18.46,Sample_069 - 2026-08-04 18.18.46/Sample_069 - 2026-08-04 18.18.46_L0_R00039_C00009_X23256_Y75504.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_069 - 2026-08-04 18.18.46\Sample_069 - 2026-08-04 18.18.46_L0_R00039_C00009_X23256_Y75504.jpg,0.0,188.703,39,9,4
Sample_069 - 2026-08-04 18.18.46,Sample_069 - 2026-08-04 18.18.46/Sample_069 - 2026-08-04 18.18.46_L0_R00049_C00013_X33592_Y94864.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_069 - 2026-08-04 18.18.46\Sample_069 - 2026-08-04 18.18.46_L0_R00049_C00013_X33592_Y94864.jpg,0.0,235.747,49,13,5
Sample_069 - 2026-08-04 18.18.46,Sample_069 - 2026-08-04 18.18.46/Sample_069 - 2026-08-04 18.18.46_L0_R00043_C00049_X126616_Y83248.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_069 - 2026-08-04 18.18.46\Sample_069 - 2026-08-04 18.18.46_L0_R00043_C00049_X126616_Y83248.jpg,0.000244,236.011,43,49,6
Sample_069 - 2026-08-04 18.18.46,Sample_069 - 2026-08-04 18.18.46/Sample_069 - 2026-08-04 18.18.46_L0_R00055_C00053_X136952_Y106480.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_069 - 2026-08-04 18.18.46\Sample_069 - 2026-08-04 18.18.46_L0_R00055_C00053_X136952_Y106480.jpg,1.0,254.943,55,53,7
Sample_070 - 2026-08-04 18.21.14,Sample_070 - 2026-08-04 18.21.14/Sample_070 - 2026-08-04 18.21.14_L0_R00000_C00000_X0_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_070 - 2026-08-04 18.21.14\Sample_070 - 2026-08-04 18.21.14_L0_R00000_C00000_X0_Y0.jpg,0.0,232.51,0,0,0
Sample_070 - 2026-08-04 18.21.14,Sample_070 - 2026-08-04 18.21.14/Sample_070 - 2026-08-04 18.21.14_L0_R00007_C00025_X64600_Y13552.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_070 - 2026-08-04 18.21.14\Sample_070 - 2026-08-04 18.21.14_L0_R00007_C00025_X64600_Y13552.jpg,0.0,233.627,7,25,1
Sample_070 - 2026-08-04 18.21.14,Sample_070 - 2026-08-04 18.21.14/Sample_070 - 2026-08-04 18.21.14_L0_R00014_C00014_X36176_Y27104.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_070 - 2026-08-04 18.21.14\Sample_070 - 2026-08-04 18.21.14_L0_R00014_C00014_X36176_Y27104.jpg,0.0,218.565,14,14,2
Sample_070 - 2026-08-04 18.21.14,Sample_070 - 2026-08-04 18.21.14/Sample_070 - 2026-08-04 18.21.14_L0_R00021_C00005_X12920_Y40656.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_070 - 2026-08-04 18.21.14\Sample_070 - 2026-08-04 18.21.14_L0_R00021_C00005_X12920_Y40656.jpg,0.0,233.325,21,5,3
Sample_070 - 2026-08-04 18.21.14,Sample_070 - 2026-08-04 18.21.14/Sample_070 - 2026-08-04 18.21.14_L0_R00027_C00009_X23256_Y52272.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_070 - 2026-08-04 18.21.14\Sample_070 - 2026-08-04 18.21.14_L0_R00027_C00009_X23256_Y52272.jpg,0.0,232.577,27,9,4
Sample_070 - 2026-08-04 18.21.14,Sample_070 - 2026-08-04 18.21.14/Sample_070 - 2026-08-04 18.21.14_L0_R00033_C00018_X46512_Y63888.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_070 - 2026-08-04 18.21.14\Sample_070 - 2026-08-04 18.21.14_L0_R00033_C00018_X46512_Y63888.jpg,0.0,234.165,33,18,5
Sample_070 - 2026-08-04 18.21.14,Sample_070 - 2026-08-04 18.21.14/Sample_070 - 2026-08-04 18.21.14_L0_R00029_C00021_X54264_Y56144.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_070 - 2026-08-04 18.21.14\Sample_070 - 2026-08-04 18.21.14_L0_R00029_C00021_X54264_Y56144.jpg,8.1e-05,232.697,29,21,6
Sample_070 - 2026-08-04 18.21.14,Sample_070 - 2026-08-04 18.21.14/Sample_070 - 2026-08-04 18.21.14_L0_R00036_C00037_X95608_Y69696.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_070 - 2026-08-04 18.21.14\Sample_070 - 2026-08-04 18.21.14_L0_R00036_C00037_X95608_Y69696.jpg,0.864319,252.161,36,37,7
Sample_074 - 2026-08-04 18.30.34,Sample_074 - 2026-08-04 18.30.34/Sample_074 - 2026-08-04 18.30.34_L0_R00000_C00067_X173128_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_074 - 2026-08-04 18.30.34\Sample_074 - 2026-08-04 18.30.34_L0_R00000_C00067_X173128_Y0.jpg,0.0,0.268,0,67,0
Sample_074 - 2026-08-04 18.30.34,Sample_074 - 2026-08-04 18.30.34/Sample_074 - 2026-08-04 18.30.34_L0_R00015_C00016_X41344_Y29040.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_074 - 2026-08-04 18.30.34\Sample_074 - 2026-08-04 18.30.34_L0_R00015_C00016_X41344_Y29040.jpg,0.0,232.909,15,16,1
Sample_074 - 2026-08-04 18.30.34,Sample_074 - 2026-08-04 18.30.34/Sample_074 - 2026-08-04 18.30.34_L0_R00026_C00010_X25840_Y50336.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_074 - 2026-08-04 18.30.34\Sample_074 - 2026-08-04 18.30.34_L0_R00026_C00010_X25840_Y50336.jpg,0.0,234.325,26,10,2
Sample_074 - 2026-08-04 18.30.34,Sample_074 - 2026-08-04 18.30.34/Sample_074 - 2026-08-04 18.30.34_L0_R00037_C00025_X64600_Y71632.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_074 - 2026-08-04 18.30.34\Sample_074 - 2026-08-04 18.30.34_L0_R00037_C00025_X64600_Y71632.jpg,0.0,220.508,37,25,3
Sample_074 - 2026-08-04 18.30.34,Sample_074 - 2026-08-04 18.30.34/Sample_074 - 2026-08-04 18.30.34_L0_R00049_C00025_X64600_Y94864.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_074 - 2026-08-04 18.30.34\Sample_074 - 2026-08-04 18.30.34_L0_R00049_C00025_X64600_Y94864.jpg,0.0,229.222,49,25,4
Sample_074 - 2026-08-04 18.30.34,Sample_074 - 2026-08-04 18.30.34/Sample_074 - 2026-08-04 18.30.34_L0_R00051_C00014_X36176_Y98736.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_074 - 2026-08-04 18.30.34\Sample_074 - 2026-08-04 18.30.34_L0_R00051_C00014_X36176_Y98736.jpg,0.000122,234.731,51,14,5
Sample_074 - 2026-08-04 18.30.34,Sample_074 - 2026-08-04 18.30.34/Sample_074 - 2026-08-04 18.30.34_L0_R00047_C00006_X15504_Y90992.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_074 - 2026-08-04 18.30.34\Sample_074 - 2026-08-04 18.30.34_L0_R00047_C00006_X15504_Y90992.jpg,0.000936,235.112,47,6,6
Sample_074 - 2026-08-04 18.30.34,Sample_074 - 2026-08-04 18.30.34/Sample_074 - 2026-08-04 18.30.34_L0_R00052_C00068_X175712_Y100672.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_074 - 2026-08-04 18.30.34\Sample_074 - 2026-08-04 18.30.34_L0_R00052_C00068_X175712_Y100672.jpg,0.867554,221.707,52,68,7
Sample_077 - 2026-08-04 18.37.23,Sample_077 - 2026-08-04 18.37.23/Sample_077 - 2026-08-04 18.37.23_L0_R00000_C00000_X0_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_077 - 2026-08-04 18.37.23\Sample_077 - 2026-08-04 18.37.23_L0_R00000_C00000_X0_Y0.jpg,0.0,234.852,0,0,0
Sample_077 - 2026-08-04 18.37.23,Sample_077 - 2026-08-04 18.37.23/Sample_077 - 2026-08-04 18.37.23_L0_R00010_C00038_X98192_Y19360.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_077 - 2026-08-04 18.37.23\Sample_077 - 2026-08-04 18.37.23_L0_R00010_C00038_X98192_Y19360.jpg,0.0,217.263,10,38,1
Sample_077 - 2026-08-04 18.37.23,Sample_077 - 2026-08-04 18.37.23/Sample_077 - 2026-08-04 18.37.23_L0_R00018_C00027_X69768_Y34848.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_077 - 2026-08-04 18.37.23\Sample_077 - 2026-08-04 18.37.23_L0_R00018_C00027_X69768_Y34848.jpg,0.0,188.785,18,27,2
Sample_077 - 2026-08-04 18.37.23,Sample_077 - 2026-08-04 18.37.23/Sample_077 - 2026-08-04 18.37.23_L0_R00025_C00043_X111112_Y48400.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_077 - 2026-08-04 18.37.23\Sample_077 - 2026-08-04 18.37.23_L0_R00025_C00043_X111112_Y48400.jpg,0.0,114.249,25,43,3
